Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
153715,Fishop и Ramen and Noodles,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 35, строение 59",22424722.0,,22377171.0,-47551.0,11.0,7.0,10.0,-1.0
314379,Суши,"город Москва, Нахимовский проспект, дом 24, строение 1",24290183.0,26825313.0,24234062.0,-56121.0,11.0,10.0,12.0,1.0
89005,Теремок,"город Москва, улица Поляны, дом 8",34870535.0,39203313.0,34786512.0,-84023.0,8.0,15.0,9.0,1.0
189861,Бутово КРАФТ,"город Москва, Старокачаловская улица, дом 5",36064809.0,,35980423.0,-84386.0,15.0,,10.0,-5.0
221983,Вкусно - и точка,"город Москва, Севастопольский проспект, дом 11Е",25736503.0,37971598.0,25649577.0,-86926.0,16.0,17.0,7.0,-9.0
308933,Старт,"город Москва, улица Лужники, дом 24, строение 16",22026318.0,21727572.0,21930076.0,-96242.0,7.0,13.0,12.0,5.0
371197,Sense bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Волгоградский проспект, дом 32/3, корпус 5",22249071.0,,22139006.0,-110065.0,17.0,11.0,10.0,-7.0
286146,Донер в Пите,"город Москва, Бескудниковский бульвар, дом 12",26743684.0,30059129.0,26606662.0,-137022.0,17.0,,9.0,-8.0
275569,Вареничная № 1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 119, строение 521",26555128.0,,26416854.0,-138274.0,12.0,14.0,8.0,-4.0
373862,Piccolo,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",22196867.0,,22017180.0,-179687.0,9.0,15.0,18.0,9.0
358079,Чайхана Ташкент,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Мантулинская улица, дом 10",36805550.0,31900381.0,36624144.0,-181406.0,14.0,13.0,11.0,-3.0
368142,Velluto кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 9",31516379.0,31464121.0,31328935.0,-187444.0,8.0,,17.0,9.0
355719,Виноград не виноват,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 48",30212212.0,35056143.0,30014733.0,-197479.0,18.0,16.0,10.0,-8.0
197631,"Суши, пицца (Токио)","город Москва, поселение Первомайское, деревня Горчаково, Школьная улица, дом 1А",23455364.0,22326149.0,23235621.0,-219743.0,12.0,,6.0,-6.0
245200,Village coffe,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",31236758.0,,31015938.0,-220820.0,6.0,6.0,19.0,13.0
348720,SOUL IN THE BOWL,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",34934829.0,23800187.0,34710154.0,-224675.0,11.0,14.0,14.0,3.0
156618,Шашлычная Курдюк,"город Москва, улица Народного Ополчения, дом 22, корпус 1",29554139.0,35233767.0,29315103.0,-239036.0,19.0,19.0,6.0,-13.0
29284,ГБОУ «Школа №825»,"город Москва, Окская улица, дом 14, корпус 3",20567298.0,24097006.0,20322381.0,-244917.0,7.0,,19.0,12.0
20618,HELP and FRIEND,"город Москва, 1-я Тверская-Ямская улица, дом 27",21554973.0,26551401.0,21309339.0,-245634.0,13.0,19.0,14.0,1.0
119937,Рыба моя,"город Москва, Цветной бульвар, дом 2",22000955.0,34031511.0,21716423.0,-284532.0,12.0,8.0,15.0,3.0
256132,Столовая ГБОУ «Немецкая школа № 1212»,"город Москва, 1-й Волоколамский проезд, дом 9, корпус 1",33701405.0,36006758.0,33395526.0,-305879.0,8.0,,17.0,9.0
28487,Атриум,"город Москва, Русаковская улица, дом 24",32065166.0,,31749685.0,-315481.0,10.0,7.0,9.0,-1.0
195590,Шоколадница,"город Москва, Новоясеневский проспект, дом 7",20422525.0,22732770.0,20037036.0,-385489.0,16.0,6.0,8.0,-8.0
300629,Don Caliano,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Пушкинская площадь, дом 2",31965474.0,,31578000.0,-387474.0,9.0,17.0,18.0,9.0
295554,Чайхана Райхан,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 32",23718069.0,21876294.0,23308942.0,-409127.0,12.0,14.0,9.0,-3.0
269777,Буханка,"Российская Федерация, город Москва, внутригородская территория поселение Московский, Саларьевская улица, дом 14, корпус 3",29564685.0,,29140478.0,-424207.0,10.0,15.0,19.0,9.0
338153,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Малая Калужская улица, дом 1, строение 4",28339320.0,23976907.0,27889348.0,-449972.0,13.0,,11.0,-2.0
69468,АРМЕНИЯ,"город Москва, Тверская улица, дом 17",29187631.0,,28718471.0,-469160.0,15.0,,17.0,2.0
138533,Горница,"город Москва, город Зеленоград, корпус 317А, строение 1",30170024.0,32890132.0,29700358.0,-469666.0,10.0,6.0,18.0,8.0
245122,Ресторан «Виттория»,"Российская Федерация, город Москва, внутригородская территория поселение Новофедоровское, деревня Яковлевское, земельный участок 122А",27993414.0,,27499900.0,-493514.0,7.0,,16.0,9.0
347319,Точка кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Кисловский переулок, дом 6",24688802.0,22485644.0,24191712.0,-497090.0,17.0,,18.0,1.0
331901,Capo pasta & pizza,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Кантемировская улица, дом 47",39549757.0,21572854.0,39047974.0,-501783.0,15.0,8.0,6.0,-9.0
369382,Кафейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Тишинская площадь, дом 1, строение 1",22194676.0,33409977.0,21672558.0,-522118.0,18.0,16.0,12.0,-6.0
371906,Хлебница пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Коровинское шоссе, дом 23, корпус 1",32988352.0,,32461232.0,-527120.0,15.0,,10.0,-5.0
284275,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бакунинская улица, дом 23-41",28464643.0,,27909154.0,-555489.0,19.0,8.0,16.0,-3.0
352709,Baguette,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Новинский бульвар, дом 31",23422617.0,37072417.0,22847850.0,-574767.0,11.0,10.0,8.0,-3.0
310435,Облако,"город Москва, 3-я Хорошёвская улица, дом 25, корпус 3",39830543.0,,39249980.0,-580563.0,6.0,7.0,13.0,7.0
347116,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Волгоградский проспект, дом 132",21282820.0,35021225.0,20648906.0,-633914.0,7.0,12.0,6.0,-1.0
273821,Рыбацкая деревня,"город Москва, проспект Мира, дом 119, строение 446/1",30918515.0,30066185.0,30279680.0,-638835.0,18.0,8.0,9.0,-9.0
331373,Додо пицца,"город Москва, поселение Внуковское, Омская улица, дом 7А",30740305.0,,30087778.0,-652527.0,13.0,,16.0,3.0
206298,Шаурма 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Маршала Чуйкова, дом 4",36971370.0,,36314312.0,-657058.0,15.0,,7.0,-8.0
362419,ГастроЭнтузиаст ЛиЛА лофт,"город Москва, Олонецкая улица, дом 4",33953701.0,,33294057.0,-659644.0,19.0,8.0,12.0,-7.0
345941,Good Sushi,"город Москва, Новодмитровская улица, дом 2, корпус 4",39987890.0,29110747.0,39301798.0,-686092.0,14.0,18.0,17.0,3.0
198278,Завтрак на обед,"город Москва, улица Большая Молчановка, дом 30/7, строение 1",36418566.0,,35727921.0,-690645.0,7.0,,9.0,2.0
348615,Funny bee,"город Москва, улица Наташи Ковшовой, дом 6Б",35112160.0,,34408624.0,-703536.0,14.0,17.0,11.0,-3.0
310017,Мята Lounge,"город Москва, Профсоюзная улица, дом 142, корпус 1, строение 1",34371007.0,20545602.0,33658236.0,-712771.0,11.0,9.0,18.0,7.0
263387,СТОЛОВАЯ ПРИ ГОУ СОШ № 1902,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Мячковский бульвар, дом 10, корпус 2",26728331.0,25838377.0,25993606.0,-734725.0,15.0,14.0,7.0,-8.0
174683,Cofix,"город Москва, Кировоградская улица, дом 13А",26396177.0,25656029.0,25659593.0,-736584.0,7.0,14.0,10.0,3.0
356298,La piccallo Italia,"город Москва, Новослободская улица, дом 4",37328815.0,,36571595.0,-757220.0,18.0,17.0,7.0,-11.0
346726,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, проспект Будённого, дом 15/2",33924933.0,,33154007.0,-770926.0,17.0,,14.0,-3.0
364745,ЧиФань,"город Москва, Сходненская улица, дом 56",21104515.0,20602999.0,20321916.0,-782599.0,16.0,12.0,9.0,-7.0
227977,Траппист,"город Москва, Большой Черкасский переулок, дом 15-17, строение 1",21025599.0,24288921.0,20234043.0,-791556.0,17.0,,7.0,-10.0
317954,Bake&Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Южнопортовая улица, дом 16",28194863.0,36450117.0,27395263.0,-799600.0,12.0,12.0,9.0,-3.0
169088,Prscco Bar,"город Москва, Пятницкая улица, дом 24",21954378.0,,21154437.0,-799941.0,11.0,12.0,10.0,-1.0
20527,Колизей холл,"город Москва, улица Кондратюка, дом 1А",28813052.0,25238204.0,27946657.0,-866395.0,9.0,15.0,16.0,7.0
199456,FARШ,"город Москва, Ленинградское шоссе, дом 16А, строение 4",25744213.0,,24865602.0,-878611.0,19.0,16.0,13.0,-6.0
193136,Амбассадория,"город Москва, Комсомольский проспект, дом 13",30705067.0,21458758.0,29809067.0,-896000.0,13.0,11.0,14.0,1.0
152042,Столовая,"город Москва, Садовническая улица, дом 57А, строение 1",21103658.0,36413086.0,20201965.0,-901693.0,8.0,,8.0,0.0
153397,Столовая при ГБПОУ ПТ № 2 (колледж),"город Москва, 1-й переулок Тружеников, дом 12, строение 4",28872019.0,,27953371.0,-918648.0,11.0,10.0,16.0,5.0
290754,Pho bo,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 36",24836924.0,,23915140.0,-921784.0,11.0,,15.0,4.0
326101,Coffee Point (Закрытое),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Якиманская набережная, дом 2",32210219.0,23554945.0,31286174.0,-924045.0,19.0,13.0,16.0,-3.0
352940,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 5, строение 9",24977063.0,35293936.0,24015677.0,-961386.0,6.0,11.0,12.0,6.0
346673,FRESH BAR,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",37932453.0,28313618.0,36961158.0,-971295.0,16.0,,19.0,3.0
316994,Лоза,"город Москва, Большая Филёвская улица, дом 53",27792412.0,26286157.0,26815946.0,-976466.0,6.0,,14.0,8.0
231882,Суши Make,"город Москва, улица Маршала Бирюзова, дом 32",30902624.0,,29912952.0,-989672.0,8.0,8.0,19.0,11.0
344682,Kremlin creps,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 163А, корпус 1",33865237.0,20110001.0,32861837.0,-1003400.0,17.0,8.0,11.0,-6.0
369518,Чайхана УМИД,"город Москва, Ярцевская улица, дом 34, корпус 2",36417638.0,,35409839.0,-1007799.0,10.0,13.0,12.0,2.0
327154,Пиццерия «Lapadella»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, 6-я Радиальная улица, дом 5, корпус 3",37690336.0,30426473.0,36674443.0,-1015893.0,14.0,16.0,6.0,-8.0
305369,Cofix,"город Москва, Каширское шоссе, дом 61Г",27989289.0,29641913.0,26970627.0,-1018662.0,17.0,12.0,7.0,-10.0
337424,Данкин Донатс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Краснопресненская набережная, дом 16, строение 1",22014926.0,,20946903.0,-1068023.0,10.0,9.0,14.0,4.0
286324,Му-МУ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, 3-й Крутицкий переулок, дом 18",30280945.0,,29200407.0,-1080538.0,12.0,15.0,16.0,4.0
351838,КофеШеф. Шаурма.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Совхозная улица, дом 12",36133871.0,,35036611.0,-1097260.0,10.0,6.0,16.0,6.0
142200,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 11А, строение 1",28646519.0,24712919.0,27544885.0,-1101634.0,7.0,,7.0,0.0
364951,Indian Biryani House Индийская кухня,"город Москва, Люблинская улица, дом 169, корпус 2",36169851.0,,35019913.0,-1149938.0,14.0,14.0,9.0,-5.0
361291,Чайхана Исфара,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Комсомольская площадь, дом 6",28972129.0,31651742.0,27799217.0,-1172912.0,15.0,,17.0,2.0
233311,Кафе «SIO»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 3, строение 1",24060661.0,34482444.0,22882295.0,-1178366.0,18.0,15.0,16.0,-2.0
372053,Кафе «Робинзон»,"Российская Федерация, город Москва, внутригородская территория поселение Внуковское, квартал № 30, дом 1, строение 1",27109922.0,,25929547.0,-1180375.0,14.0,10.0,13.0,-1.0
23722,Столовая «ГБОУ Школа № 1440»,"город Москва, Осенний бульвар, дом 10, корпус 3",35487412.0,27682155.0,34231566.0,-1255846.0,19.0,10.0,7.0,-12.0
25098,Costa Coffee,"город Москва, площадь Тверская Застава, дом 7, строение 1",24625551.0,28033512.0,23323495.0,-1302056.0,9.0,19.0,7.0,-2.0
343859,Кофеграфия,"город Москва, 1-я Останкинская улица, дом 53",39201553.0,,37880733.0,-1320820.0,11.0,8.0,11.0,0.0
372837,Мадам Москвичка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 47/33",28250215.0,34389918.0,26923878.0,-1326337.0,18.0,8.0,7.0,-11.0
362695,Quanto Basta,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 20",38625711.0,26803734.0,37283167.0,-1342544.0,12.0,14.0,18.0,6.0
205674,Кофе с собой,"город Москва, Алтуфьевское шоссе, дом 27",39728555.0,32780592.0,38381435.0,-1347120.0,19.0,7.0,11.0,-8.0
221755,Главбух,"город Москва, Пятницкое шоссе, дом 21, корпус 1",23425062.0,,22071786.0,-1353276.0,11.0,,7.0,-4.0
124208,Кофемания,"город Москва, поселение Московский, деревня Лапшинка, владение 8А",30828744.0,25808496.0,29470434.0,-1358310.0,11.0,,13.0,2.0
150822,ГБОУ Школа №480 им. В.В. Талалихина,"город Москва, Большая Калитниковская улица, дом 32",29457480.0,34280699.0,28094441.0,-1363039.0,11.0,18.0,14.0,3.0
325983,Кафетерий ( закрытое),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Якиманская набережная, дом 2",26043171.0,,24679344.0,-1363827.0,9.0,12.0,18.0,9.0
29241,Столовая ШК. 1282,"город Москва, улица Барболина, дом 1",23426931.0,,22043665.0,-1383266.0,17.0,11.0,10.0,-7.0
29352,СТОЛОВАЯ ШКОЛЫ 1171,"город Москва, Кировоградская улица, дом 42Б",22219062.0,39900440.0,20823287.0,-1395775.0,11.0,16.0,17.0,6.0
268165,Центральная станция,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Ленинская Слобода, дом 19, корпус 2",26056611.0,24336738.0,24652266.0,-1404345.0,11.0,,15.0,4.0
23718,Столовая ГБОУ СОШ № 1564,"город Москва, улица Рословка, дом 8",35722722.0,,34314857.0,-1407865.0,8.0,12.0,18.0,10.0
361450,Burger Store,"город Москва, Новоухтомское шоссе, владение 2А",23540104.0,20015914.0,22124391.0,-1415713.0,15.0,6.0,9.0,-6.0
210290,Теремок,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1",29599608.0,24762527.0,28157571.0,-1442037.0,9.0,13.0,15.0,6.0
373260,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 21/2, строение 1",39811481.0,,38365347.0,-1446134.0,10.0,19.0,8.0,-2.0
305568,Мука,"Москва, ул. Авиаконструктора Миля, вл. 5/1",31697813.0,37982580.0,30241115.0,-1456698.0,12.0,6.0,15.0,3.0
21540,Столовая,"город Москва, Ломоносовский проспект, дом 4, корпус 3",37128715.0,30006754.0,35639546.0,-1489169.0,11.0,10.0,9.0,-2.0
268359,Тандыр Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Генерала Белова, дом 19, корпус 4",24014301.0,,22489008.0,-1525293.0,9.0,8.0,13.0,4.0
344675,Flat White,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 2-я Брестская улица, дом 5",28568103.0,,26997443.0,-1570660.0,6.0,12.0,14.0,8.0
162797,Милти,"город Москва, 3-я улица Ямского Поля, дом 20, строение 1",38067889.0,,36478992.0,-1588897.0,11.0,10.0,16.0,5.0
300175,Coffee Mouse,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Оружейный переулок, дом 15А",30908086.0,31610434.0,29313813.0,-1594273.0,16.0,19.0,16.0,0.0
74916,Прайм стар,"город Москва, Летниковская улица, дом 2, строение 1",36860669.0,,35262665.0,-1598004.0,11.0,15.0,18.0,7.0
24087,ресторан «Гроссбир»,"город Москва, Большой Овчинниковский переулок, дом 18, строение 2",23866378.0,27593785.0,22236051.0,-1630327.0,7.0,6.0,17.0,10.0
347828,Кафе-пекарня,"город Москва, улица Лихоборские Бугры, дом 4, корпус 1",25184018.0,23388033.0,23547666.0,-1636352.0,14.0,14.0,13.0,-1.0
345236,ABC coffee roasters,"город Москва, Усачёва улица, дом 11",30233322.0,24036196.0,28569362.0,-1663960.0,9.0,,19.0,10.0
247621,Пицца Экспресс,"город Москва, поселение Роговское, деревня Каменка, Центральная улица, дом 10А",37713248.0,37797361.0,36048916.0,-1664332.0,18.0,,12.0,-6.0
373920,АКСАКАЛ кавказская кухня осетинские пироги,"город Москва, проспект Андропова, дом 22",26211156.0,,24529423.0,-1681733.0,12.0,18.0,16.0,4.0
192985,Кафе «Кулинарная лавка братьев Караваевых»,"город Москва, улица Тимура Фрунзе, дом 11, строение 7",26021717.0,,24323853.0,-1697864.0,11.0,18.0,7.0,-4.0
140423,Вареничная №1,"город Москва, Климентовский переулок, дом 10, строение 2",35131562.0,35987901.0,33387449.0,-1744113.0,17.0,10.0,10.0,-7.0
276160,Кафе «VIETDAY»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 126, корпус 3",35240287.0,21454506.0,33482566.0,-1757721.0,15.0,14.0,16.0,1.0
306484,Чайная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, 3-й Красносельский переулок, дом 19, строение 4",36090430.0,,34326242.0,-1764188.0,18.0,18.0,13.0,-5.0
263767,Суши Wok,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Рабочая улица, дом 3/5",37603878.0,,35838728.0,-1765150.0,17.0,,17.0,0.0
129408,КОЛБАСОФФ,"город Москва, Сходненская улица, дом 56",33527825.0,23129363.0,31756850.0,-1770975.0,19.0,15.0,13.0,-6.0
203952,Моремания,"город Москва, Ленинский проспект, дом 109",24390861.0,34790377.0,22617804.0,-1773057.0,17.0,12.0,12.0,-5.0
362568,EdaGreek,"город Москва, Дмитровское шоссе, дом 169, корпус 4",31829769.0,32048252.0,30041849.0,-1787920.0,18.0,14.0,18.0,0.0
266209,Пиццерия Зарина,"город Москва, Бескудниковский бульвар, дом 20А",23096632.0,33328874.0,21305636.0,-1790996.0,9.0,,11.0,2.0
199532,Грузинская кухня МЕАМА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Боровское шоссе, дом 51",27904374.0,30005623.0,26107953.0,-1796421.0,17.0,,12.0,-5.0
302669,Столовая АО ПМЗ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 2-я Звенигородская улица, дом 13, строение 18В",29683360.0,25172212.0,27885430.0,-1797930.0,9.0,,11.0,2.0
262491,BOWLROOM,"город Москва, Большая Бронная улица, дом 27/4",31328103.0,28697298.0,29511895.0,-1816208.0,10.0,6.0,10.0,0.0
300286,Salude,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 6",28890781.0,31895620.0,27065798.0,-1824983.0,8.0,,16.0,8.0
272576,Суши Wok,"город Москва, Рождественская улица, дом 31",38579270.0,,36744657.0,-1834613.0,19.0,14.0,7.0,-12.0
349786,FOYER,"город Москва, улица Усиевича, дом 23",26157610.0,,24317247.0,-1840363.0,12.0,15.0,19.0,7.0
327651,Кафе «Пиццерия»,"город Москва, поселение Новофедоровское, деревня Зверево, дом 5А, строение 1",30865085.0,21815052.0,29017754.0,-1847331.0,9.0,11.0,9.0,0.0
315507,Шарбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 7",26596583.0,,24741544.0,-1855039.0,19.0,17.0,6.0,-13.0
192919,Дабл Би,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижний Сусальный переулок, дом 5, строение 9",38501725.0,35409830.0,36645793.0,-1855932.0,7.0,13.0,12.0,5.0
323682,Кафе «Шеф Яссин»,"город Москва, Шоссейная улица, дом 52, корпус 2",29699742.0,37480260.0,27829121.0,-1870621.0,15.0,18.0,17.0,2.0
186039,Мороженое Пекарня,"город Москва, улица 10-летия Октября, дом 13, сооружение 1",30190385.0,31648491.0,28282891.0,-1907494.0,8.0,16.0,14.0,6.0
186385,Чайхана «Баракат»,"город Москва, улица Мастеркова, дом 4",26893981.0,37871607.0,24950180.0,-1943801.0,15.0,15.0,13.0,-2.0
29076,Школьно-базовая столовая,"город Москва, Южнобутовская улица, дом 135А",22111169.0,,20165194.0,-1945975.0,9.0,19.0,6.0,-3.0
79667,Кафе «Метелица»,"город Москва, город Троицк, Сиреневый бульвар, дом 3",27446201.0,29816291.0,25489735.0,-1956466.0,18.0,11.0,10.0,-8.0
23843,КАРЛ БАЛЛИНГ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Ивана Бабушкина, дом 17, корпус 1",32037476.0,20061877.0,30065001.0,-1972475.0,11.0,12.0,12.0,1.0
359437,Gagawa,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",34139380.0,20862345.0,32165433.0,-1973947.0,18.0,,19.0,1.0
290544,Mila&Max,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Богословский переулок, дом 8/15, строение 1",22033794.0,,20052668.0,-1981126.0,11.0,,11.0,0.0
319070,Территория качественного пива,"город Москва, улица Старый Гай, дом 7",24873603.0,32073880.0,22886811.0,-1986792.0,12.0,11.0,6.0,-6.0
280447,Бар «Гараж»,"город Москва, поселение Десеновское, 1-я Нововатутинская улица, дом 3",23634815.0,30301049.0,21627714.0,-2007101.0,15.0,15.0,11.0,-4.0
302932,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Павловская улица, дом 18",32462538.0,,30437830.0,-2024708.0,8.0,8.0,12.0,4.0
29131,Столовая «Прогимназия №1520»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Леонтьевский переулок, дом 19/2, строение 1",35620972.0,29904780.0,33586281.0,-2034691.0,13.0,,19.0,6.0
319401,Мята PLATINUM,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенний бульвар, дом 10",31213057.0,36453774.0,29174822.0,-2038235.0,10.0,,19.0,9.0
259253,Живое пиво,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 14/1",22772219.0,,20732790.0,-2039429.0,18.0,11.0,11.0,-7.0
326369,Фитнес кафе «The Slime»,"город Москва, улица Мусы Джалиля, дом 31, корпус 1",32921924.0,35886043.0,30830647.0,-2091277.0,9.0,10.0,8.0,-1.0
341766,BY ERDAL,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 1-й Красногвардейский проезд, дом 22, строение 1",37872017.0,,35768717.0,-2103300.0,6.0,19.0,13.0,7.0
29530,СТОЛОВАЯ-РАЗДАТОЧНАЯ ПРИ ШК. 289,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, Ясный проезд, дом 10, корпус 3",39375803.0,,37270680.0,-2105123.0,6.0,12.0,12.0,6.0
316325,Кафе У Камина,"Российская Федерация, город Москва, внутригородская территория поселение Московский, квартал № 70, земельный участок 2",34675219.0,30204502.0,32545285.0,-2129934.0,16.0,16.0,14.0,-2.0
332392,ЛОРД КАФЕ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 27",32011579.0,34414008.0,29864080.0,-2147499.0,18.0,,13.0,-5.0
343155,Шаурма.Бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Академика Королёва, дом 3",26881760.0,24736113.0,24727657.0,-2154103.0,19.0,,14.0,-5.0
149756,Сушистор,"город Москва, Михалковская улица, дом 8",27172044.0,38233258.0,25017465.0,-2154579.0,19.0,,14.0,-5.0
223192,Кафе «Baba Napoli»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, 2-я Филёвская улица, дом 13",28695982.0,,26538821.0,-2157161.0,11.0,6.0,12.0,1.0
370733,Non Solo Pizza,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, земельный участок 70",31685937.0,28347165.0,29528519.0,-2157418.0,18.0,6.0,6.0,-12.0
202609,КОФЕ НА ВЫНОС,"город Москва, Кольская улица, дом 2, корпус 4",39680736.0,,37519383.0,-2161353.0,17.0,13.0,13.0,-4.0
29380,Буфет МГПУ,"город Москва, Балаклавский проспект, дом 32, корпус 4",29746953.0,,27575967.0,-2170986.0,18.0,9.0,15.0,-3.0
23240,СТОЛОВАЯ ГБУ «КРОЦ»,"город Москва, улица Федосьино, дом 20",32127414.0,29820876.0,29925522.0,-2201892.0,12.0,15.0,15.0,3.0
26091,Тратория Semplice,"город Москва, улица Коровий Вал, дом 7, строение 1",26278279.0,,24047371.0,-2230908.0,8.0,13.0,13.0,5.0
316928,BreakFast Hunters,"город Москва, Новодмитровская улица, дом 2, корпус 2",34754749.0,38422827.0,32505670.0,-2249079.0,17.0,10.0,19.0,2.0
270675,Babes Never Die,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-я Тверская-Ямская улица, дом 2, строение 1",26716327.0,37154002.0,24465186.0,-2251141.0,19.0,,11.0,-8.0
343838,Кофейные напитки,"город Москва, Строгинский бульвар, дом 1",28837204.0,29648539.0,26585981.0,-2251223.0,6.0,11.0,16.0,10.0
373243,Восточный вкус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, Заводская улица, дом 16А",39009806.0,,36715375.0,-2294431.0,15.0,10.0,16.0,1.0
280035,Ho Chu Pho,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Аминьевское шоссе, дом 6",25002280.0,,22707668.0,-2294612.0,12.0,16.0,11.0,-1.0
243951,Столовая пора обедать,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Обручева, дом 34/63, строение 2",29224787.0,32538869.0,26896799.0,-2327988.0,9.0,,15.0,6.0
